src_ip,dst_ip,protocol,src_port,dst_port,timestamp,length,ttl,flags
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.339409,1155,58,
157.206.153.183,54.192.54.241,TCP,14193,443,1641013200.33942,40,120,16
198.7.100.165,203.78.146.191,UDP,8801,63689,1641013200.339458,332,46,
198.7.100.165,203.78.142.251,UDP,8801,52777,1641013200.339506,55,46,
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.339509,1155,58,
185.138.73.88,163.45.107.104,TCP,41455,33389,1641013200.339532,40,247,2
104.140.140.15,163.45.24.52,TCP,51575,2160,1641013200.339633,44,243,2
157.206.95.15,193.151.33.50,UDP,52768,53,1641013200.339666,82,58,
203.78.138.219,183.124.50.208,UDP,10001,7777,1641013200.339776,161,62,
115.177.145.244,133.105.199.49,TCP,59540,23,1641013200.339791,40,52,2
104.211.16.161,163.45.231.202,TCP,8573,23,1641013200.339798,40,52,2
76.36.35.201,163.45.247.233,TCP,29877,23,1641013200.339821,44,49,2
89.247.66.138,133.105.179.247,TCP,8080,54445,1641013200.339832,40,246,2
89.247.69.146,203.78.152.42,TCP,8080,60343,1641013200.339848,40,246,2
183.124.50.208,203.78.141.135,UDP,7777,10001,1641013200.339951,32,114,
113.161.31.140,133.251.86.112,TCP,37178,23,1641013200.340136,60,57,2
162.113.225.181,133.105.209.244,TCP,4192,8251,1641013200.340151,44,40,2
94.232.21.241,133.251.114.32,TCP,47509,22389,1641013200.340174,82,116,24
89.247.69.191,163.45.11.185,TCP,53456,4333,1641013200.340202,40,246,2
203.78.129.205,126.15.117.154,UDP,40000,56747,1641013200.340226,162,63,
133.243.42.89,109.5.215.242,TCP,62352,80,1641013200.340229,1033,56,24
20.88.40.130,202.250.238.63,TCP,53183,29039,1641013200.340231,40,238,2
203.78.139.131,13.235.56.33,TCP,49301,80,1641013200.340287,40,125,16
198.7.100.165,203.78.146.191,UDP,8801,62162,1641013200.340293,116,46,
133.243.48.81,220.187.241.103,TCP,62578,80,1641013200.340377,40,120,16
88.184.108.58,202.250.215.44,TCP,46026,23,1641013200.340414,44,54,2
51.174.3.210,163.45.169.60,TCP,40145,10000,1641013200.340491,40,240,2
172.23.75.158,133.105.178.247,TCP,7457,7777,1641013200.340572,40,246,2
133.227.58.122,185.138.73.88,ICMP,,,1641013200.34058,56,248,
185.138.73.113,163.45.68.108,TCP,52190,3410,1641013200.340587,40,247,2
202.244.71.36,8.7.173.79,TCP,31476,80,1641013200.340697,52,58,16
167.246.129.25,202.250.233.218,TCP,50573,50001,1641013200.340698,44,43,2
89.247.66.56,133.105.185.233,TCP,53860,3359,1641013200.34072,40,246,2
202.244.71.36,8.7.173.79,TCP,31476,80,1641013200.340745,315,58,24
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.340746,52,57,16
170.17.99.48,163.45.211.132,TCP,49104,8883,1641013200.340784,40,245,2
133.243.42.89,109.5.215.242,TCP,64000,80,1641013200.340785,378,56,24
133.243.42.89,109.5.215.242,TCP,64000,80,1641013200.340826,567,56,24
204.51.46.66,203.78.137.8,OTHER,,,1641013200.340892,88,250,
204.51.46.66,203.78.137.8,OTHER,,,1641013200.340921,161,250,
185.138.73.113,163.45.69.240,TCP,52190,3410,1641013200.341015,40,247,2
100.102.19.199,163.45.139.201,OTHER,,,1641013200.341092,578,53,
103.107.71.38,202.250.227.25,TCP,39795,23,1641013200.341145,40,241,2
167.46.181.98,203.78.190.193,TCP,40170,12118,1641013200.34117,44,41,2
133.251.114.32,94.232.21.241,TCP,22389,47509,1641013200.34117,47,62,24
133.251.114.32,94.232.21.241,TCP,22389,47509,1641013200.341172,40,62,16
92.72.196.229,202.250.242.63,TCP,49119,3058,1641013200.341271,40,243,2
89.247.69.146,203.78.181.57,TCP,8080,4763,1641013200.341296,40,246,2
92.81.101.105,163.45.241.62,UDP,12933,1434,1641013200.341318,59,47,
133.251.114.32,94.232.21.241,TCP,22389,47509,1641013200.34134,40,62,17
193.96.13.170,133.251.175.40,TCP,53739,30513,1641013200.341393,44,244,2
89.247.69.152,202.250.230.242,TCP,8080,12686,1641013200.341434,40,246,2
157.206.95.15,192.121.245.56,UDP,25085,53,1641013200.341461,79,58,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.341463,88,253,
89.247.69.191,163.45.113.243,TCP,53456,4581,1641013200.341499,40,246,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.341504,52,57,16
185.172.187.42,133.105.139.250,TCP,64008,3000,1641013200.341519,44,237,2
89.247.69.180,163.45.252.18,TCP,53467,12679,1641013200.341531,40,246,2
133.243.125.20,185.183.107.9,TCP,80,36934,1641013200.341532,2948,57,16
133.243.125.20,185.183.107.9,TCP,80,36934,1641013200.341546,2062,57,16
209.148.195.45,163.45.82.122,TCP,59856,81,1641013200.341589,44,246,2
101.179.15.68,163.45.50.191,TCP,57639,23,1641013200.341616,44,48,2
83.228.82.106,163.45.192.171,TCP,41506,4433,1641013200.341622,40,244,2
89.247.66.56,133.105.70.7,TCP,53860,3360,1641013200.341656,40,246,2
133.243.125.20,185.183.107.9,TCP,80,36934,1641013200.341744,52,57,17
157.206.125.216,94.232.18.202,TCP,22,53758,1641013200.341745,60,57,18
89.247.69.146,203.78.231.36,TCP,8080,55802,1641013200.341768,40,246,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.341828,52,57,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.341866,103,253,
133.243.248.62,8.8.23.192,TCP,52235,80,1641013200.342025,60,121,16
13.243.64.118,203.78.132.138,UDP,123,123,1641013200.342088,76,237,
133.243.248.62,8.7.133.224,TCP,51763,80,1641013200.342101,52,121,16
167.46.173.232,133.251.93.208,TCP,59240,24055,1641013200.342116,44,39,2
130.187.46.120,51.193.13.15,TCP,80,35142,1641013200.342129,52,57,16
211.29.169.247,163.45.240.190,TCP,80,53257,1641013200.342173,52,55,16
89.247.69.153,163.45.13.248,TCP,8080,1767,1641013200.342174,40,246,2
94.232.18.20,202.250.241.124,TCP,45043,19411,1641013200.342212,40,243,2
203.78.143.78,101.84.183.176,ICMP,,,1641013200.342214,44,4,
89.247.69.146,163.45.243.13,TCP,8080,6296,1641013200.34224,40,246,2
89.247.69.146,203.78.231.13,TCP,8080,55802,1641013200.342338,40,246,2
133.243.248.62,8.7.152.176,TCP,52163,80,1641013200.342461,60,121,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.342507,93,253,
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.342541,52,121,16
89.247.66.203,202.101.170.223,TCP,39678,31337,1641013200.342573,40,55,17
203.78.141.135,183.124.50.208,UDP,10001,7777,1641013200.342582,149,59,
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.342583,52,57,16
89.247.66.203,202.101.170.223,TCP,39678,31337,1641013200.342601,40,55,20
222.188.224.62,133.251.122.15,TCP,46504,23,1641013200.342609,40,52,2
92.9.71.229,133.251.126.72,TCP,57298,6379,1641013200.342662,44,246,2
133.243.248.62,8.5.160.94,TCP,52576,80,1641013200.342663,52,121,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.342742,93,253,
45.108.164.222,163.45.120.123,TCP,44725,5555,1641013200.342865,40,242,2
134.210.231.164,202.101.170.234,TCP,60712,6470,1641013200.342881,40,53,17
95.210.174.206,163.45.29.107,TCP,443,27547,1641013200.342926,44,54,18
133.243.248.62,8.8.23.192,TCP,52310,80,1641013200.342943,52,121,16
208.26.43.61,163.45.195.41,TCP,48094,21,1641013200.342944,40,246,2
1.29.60.98,203.78.221.121,TCP,53350,445,1641013200.343038,44,247,2
89.247.69.146,163.45.23.41,TCP,8080,519,1641013200.343053,40,246,2
133.243.248.62,8.7.133.224,TCP,52111,80,1641013200.3431,52,121,16
114.235.94.10,163.45.240.190,TCP,80,53258,1641013200.343124,52,56,82
157.206.232.151,59.4.217.242,TCP,993,60555,1641013200.343145,52,57,17
5.131.34.101,202.101.173.183,TCP,52724,53281,1641013200.343152,40,52,17
163.45.196.23,128.157.237.45,UDP,3702,7779,1641013200.343193,820,249,
157.206.152.134,144.195.32.21,TCP,51593,443,1641013200.343244,722,58,24
133.243.248.62,8.5.160.94,TCP,52576,80,1641013200.343266,52,121,16
145.66.225.255,202.250.197.53,ICMP,,,1641013200.343316,84,48,
89.247.69.146,163.45.242.30,TCP,8080,6296,1641013200.343339,40,246,2
133.243.44.241,188.172.202.206,TCP,63797,80,1641013200.343341,40,120,16
202.244.71.36,8.7.173.79,TCP,31476,80,1641013200.343382,52,58,16
202.244.71.36,8.7.173.79,TCP,31476,80,1641013200.343421,52,58,17
71.38.161.198,133.105.150.141,UDP,27380,27036,1641013200.343422,68,119,
203.78.137.8,204.51.46.66,OTHER,,,1641013200.343542,84,253,
89.247.66.53,133.105.37.44,TCP,50778,3615,1641013200.343604,40,246,2
203.78.146.191,198.7.100.165,UDP,62162,8801,1641013200.343626,92,58,
157.206.78.153,50.56.201.56,UDP,14481,9993,1641013200.343627,165,119,
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.343687,52,57,16
157.206.78.153,50.56.201.56,UDP,10547,9993,1641013200.34369,165,119,
89.247.69.153,163.45.14.106,TCP,8080,1767,1641013200.343706,40,246,2
209.148.213.14,133.105.235.55,UDP,40577,37810,1641013200.343718,45,246,
157.206.78.153,50.56.201.56,UDP,64513,9993,1641013200.343732,165,119,
92.72.197.107,133.105.90.11,TCP,55978,42541,1641013200.343771,40,247,2
202.101.173.63,207.177.58.43,TCP,7799,43084,1641013200.343772,52,246,18
202.101.173.63,207.177.58.43,TCP,7799,43084,1641013200.343773,52,246,20
89.247.69.146,163.45.143.143,TCP,8080,7778,1641013200.343802,40,246,2
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.343839,1155,58,
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.343867,1155,58,
157.206.78.153,103.60.224.130,UDP,10547,9993,1641013200.343887,56,119,
157.206.78.153,195.74.110.110,UDP,64513,9993,1641013200.343888,56,119,
45.108.164.222,133.105.55.159,TCP,60345,5555,1641013200.343899,40,242,2
157.206.78.153,50.56.201.56,UDP,10547,9993,1641013200.343903,61,119,
71.38.172.113,133.105.245.14,TCP,26200,3061,1641013200.343938,44,119,2
157.206.78.153,50.56.15.137,UDP,14481,9993,1641013200.343942,56,119,
109.18.27.110,133.251.150.48,TCP,34943,443,1641013200.343961,40,241,2
157.206.152.249,74.29.17.70,UDP,443,51022,1641013200.343987,137,248,
89.247.69.180,203.78.255.107,TCP,53467,12161,1641013200.343988,40,246,2
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.344012,52,118,16
23.165.127.102,163.45.84.36,TCP,35419,69,1641013200.344056,40,243,2
130.187.195.144,45.168.253.248,TCP,63377,22,1641013200.344148,104,56,24
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.34426,52,118,16
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.344262,52,118,16
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.344398,52,118,16
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.344399,52,118,16
89.247.66.138,133.251.162.93,TCP,8080,2860,1641013200.344477,40,246,2
89.247.69.146,163.45.201.17,TCP,8080,685,1641013200.344509,40,246,2
157.206.225.251,185.209.169.26,TCP,53628,443,1641013200.344544,40,55,16
34.180.122.28,133.251.191.69,TCP,50673,10000,1641013200.344607,44,246,2
167.246.129.112,133.105.150.86,TCP,45954,4488,1641013200.344634,44,43,2
89.247.69.146,163.45.70.234,TCP,8080,31345,1641013200.34467,40,246,2
159.90.251.67,203.78.141.64,UDP,48650,53,1641013200.344681,62,51,
133.243.42.89,109.5.215.242,TCP,62935,80,1641013200.3447,40,56,16
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.34477,52,118,16
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.344771,1155,58,
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.344779,1155,58,
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.344869,52,57,16
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.344908,52,57,16
110.71.87.27,203.78.135.92,TCP,15261,443,1641013200.345015,52,118,16
89.247.69.146,163.45.248.178,TCP,8080,9242,1641013200.345071,40,246,2
92.72.197.100,133.105.72.127,TCP,45239,40315,1641013200.34512,40,247,2
89.247.69.145,133.251.71.10,TCP,53450,12130,1641013200.345134,40,246,2
172.23.75.158,133.251.144.53,TCP,3515,27528,1641013200.345147,40,246,2
188.226.144.45,163.45.203.234,UDP,30301,1027,1641013200.345184,116,53,
133.243.242.249,212.70.169.75,TCP,465,43034,1641013200.345184,99,56,24
203.78.137.8,204.51.46.66,OTHER,,,1641013200.345191,863,253,
2.76.87.112,163.45.249.186,TCP,44749,23,1641013200.345284,40,244,2
89.247.69.146,203.78.219.52,TCP,8080,9242,1641013200.345342,40,246,2
157.206.110.162,65.130.200.215,TCP,60594,443,1641013200.345385,52,56,16
133.243.234.93,162.141.196.242,TCP,52214,443,1641013200.345386,52,56,16
157.206.21.36,162.141.164.7,TCP,15733,443,1641013200.345504,185,120,24
51.16.195.80,163.45.12.227,UDP,58132,123,1641013200.345538,220,243,
202.244.71.36,8.7.173.79,TCP,31476,80,1641013200.345546,52,58,16
163.45.196.23,128.157.237.45,UDP,3702,7779,1641013200.345551,820,249,
110.71.87.27,203.78.135.92,TCP,14446,443,1641013200.345601,40,118,16
167.46.181.100,203.78.236.2,TCP,22640,21231,1641013200.345657,44,41,2
89.247.66.138,133.251.162.131,TCP,8080,2860,1641013200.345675,40,246,2
157.206.21.36,162.141.164.7,TCP,15733,443,1641013200.345677,2920,120,16
89.247.69.180,163.45.108.237,TCP,53467,12563,1641013200.345687,40,246,2
157.206.21.36,162.141.164.7,TCP,15733,443,1641013200.345698,1611,120,16
110.71.87.27,203.78.135.92,TCP,14446,443,1641013200.345725,40,118,16
92.72.197.107,133.105.17.11,TCP,55978,44229,1641013200.345796,40,247,2
133.243.45.91,154.177.64.221,TCP,10162,443,1641013200.345868,52,58,2
170.17.78.203,163.45.223.172,TCP,19733,8082,1641013200.345921,52,54,2
131.140.177.29,172.49.130.111,TCP,5900,63463,1641013200.345947,40,55,16
91.239.6.237,203.78.133.149,TCP,55321,1491,1641013200.345953,40,243,2
162.113.225.187,163.45.210.197,TCP,28947,1825,1641013200.34602,44,40,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.346063,52,57,16
204.51.46.66,203.78.137.8,OTHER,,,1641013200.346097,720,250,
178.239.153.64,133.105.140.9,TCP,52974,446,1641013200.346098,40,248,2
131.140.177.29,172.49.130.111,TCP,5900,63463,1641013200.346144,52,55,24
133.243.42.89,109.5.215.242,TCP,63909,80,1641013200.346216,378,56,24
133.243.42.89,109.5.215.242,TCP,63909,80,1641013200.346272,611,56,24
133.243.42.89,109.5.215.242,TCP,60145,80,1641013200.3463,993,56,24
89.247.66.138,133.105.165.220,TCP,8080,5082,1641013200.346326,40,246,2
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.346376,1440,62,16
203.78.141.64,159.90.251.67,UDP,53,48650,1641013200.346376,122,59,
89.247.69.145,133.105.94.199,TCP,53450,10069,1641013200.346381,40,246,2
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.346382,2840,62,16
133.227.58.122,103.237.156.234,ICMP,,,1641013200.346424,56,248,
139.143.8.123,202.101.170.97,TCP,50068,62078,1641013200.346463,40,55,17
139.143.8.123,202.101.170.97,TCP,50068,62078,1641013200.346464,40,55,20
66.15.37.232,163.45.22.2,TCP,31516,4500,1641013200.346476,44,119,2
89.247.69.144,203.78.136.244,TCP,8080,55642,1641013200.346518,40,246,2
107.132.247.254,203.78.176.119,TCP,46693,5301,1641013200.346572,44,243,2
92.9.71.229,202.250.194.88,TCP,57298,6379,1641013200.346607,44,246,2
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.34663,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.346639,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.346651,2840,62,16
89.247.69.153,163.45.19.6,TCP,8080,12167,1641013200.346745,40,246,2
223.71.71.166,203.78.184.183,TCP,44787,62078,1641013200.346753,44,113,2
130.187.3.242,72.172.66.44,UDP,3283,6672,1641013200.346793,1034,58,
167.46.181.120,163.45.188.94,TCP,52481,7500,1641013200.346896,44,41,2
133.227.93.89,52.167.247.150,TCP,59924,443,1641013200.346898,52,57,16
167.46.174.200,202.101.172.10,TCP,39350,34632,1641013200.346902,85,54,24
89.247.69.146,163.45.26.203,TCP,8080,1593,1641013200.34695,40,246,2
45.121.0.123,133.251.176.217,TCP,48093,9009,1641013200.346974,40,239,2
178.239.153.48,203.78.164.120,TCP,50142,5038,1641013200.346975,40,248,2
167.46.173.197,202.101.173.28,TCP,47070,57555,1641013200.346977,40,53,16
159.200.186.154,163.45.112.204,UDP,30613,8082,1641013200.34698,59,54,
133.227.93.89,52.167.247.150,TCP,59924,443,1641013200.347029,139,57,24
203.78.137.8,204.51.46.66,OTHER,,,1641013200.34703,91,253,
89.247.69.134,203.78.201.56,TCP,58749,10022,1641013200.347139,40,246,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.347144,52,57,16
203.78.135.92,110.71.87.27,TCP,443,15261,1641013200.347162,1440,62,16
133.243.19.226,87.246.121.194,TCP,25,4242,1641013200.347172,58,59,24
134.210.93.2,163.45.108.118,TCP,44993,443,1641013200.347228,40,241,2
121.250.86.255,133.105.5.71,TCP,50084,2375,1641013200.347229,40,243,2
133.227.93.89,52.167.247.150,TCP,59924,443,1641013200.347233,1053,57,24
185.241.253.13,133.105.149.90,TCP,21931,23,1641013200.347288,40,52,2
220.137.30.214,133.105.138.65,TCP,3629,23,1641013200.347305,60,57,2
89.247.69.145,133.105.227.154,TCP,53450,60863,1641013200.347312,40,246,2
119.187.108.215,163.45.100.1,TCP,13762,23,1641013200.347315,40,51,2
45.213.168.75,163.45.134.250,TCP,56538,106,1641013200.347334,40,240,2
182.44.162.53,202.101.170.255,TCP,50424,445,1641013200.347421,52,115,2
183.178.169.21,133.251.114.43,TCP,64253,445,1641013200.347498,40,118,16
198.7.100.165,203.78.142.251,UDP,8801,52776,1641013200.347503,92,46,
183.178.169.21,133.251.114.43,TCP,64253,445,1641013200.34752,128,118,24
203.78.137.8,204.51.46.66,OTHER,,,1641013200.347548,104,253,
167.46.173.232,202.101.170.94,TCP,29947,9583,1641013200.347564,40,53,4
119.126.125.12,203.78.135.92,TCP,57922,80,1641013200.347587,40,56,16
107.132.247.254,203.78.176.132,TCP,46693,5301,1641013200.34762,44,243,2
89.247.69.144,203.78.196.209,TCP,8080,50050,1641013200.347625,40,246,2
143.38.168.125,202.101.173.54,TCP,39294,8088,1641013200.34763,40,56,17
131.140.52.139,172.49.131.80,TCP,5900,55833,1641013200.347664,40,55,16
163.45.129.207,44.237.159.245,UDP,18116,53,1641013200.347664,116,249,
89.247.66.138,133.251.102.212,TCP,8080,3442,1641013200.34767,40,246,2
89.247.69.153,163.45.14.53,TCP,8080,1767,1641013200.347745,40,246,2
133.243.234.93,162.141.196.242,TCP,52214,443,1641013200.347788,103,56,24
203.78.137.8,204.51.46.66,OTHER,,,1641013200.347789,84,253,
194.200.241.205,203.78.129.222,UDP,54796,30301,1641013200.347828,77,55,
89.247.69.146,163.45.212.215,TCP,8080,55588,1641013200.347857,40,246,2
170.189.106.192,133.105.219.117,TCP,53706,9418,1641013200.347936,44,247,2
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.347959,1440,62,16
202.101.173.199,103.237.156.234,TCP,80,45678,1641013200.347985,52,246,18
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.348002,1440,62,16
162.113.225.186,133.251.88.120,TCP,28847,37668,1641013200.348029,44,40,2
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.348037,1440,62,16
196.79.187.116,202.250.225.159,TCP,61001,443,1641013200.348053,40,242,2
157.206.241.120,8.8.23.196,TCP,60559,443,1641013200.348073,60,57,2
203.78.135.92,110.71.87.27,TCP,443,14446,1641013200.348078,1440,62,16
131.140.52.139,172.49.131.80,TCP,5900,55833,1641013200.348106,60,55,24
89.247.69.145,133.105.93.122,TCP,53450,3882,1641013200.348157,40,246,2
89.247.69.180,203.78.184.127,TCP,53467,2895,1641013200.348176,40,246,2
202.24.48.184,203.78.130.162,UDP,18455,53,1641013200.348208,76,56,
89.247.69.146,203.78.199.16,TCP,8080,8739,1641013200.348258,40,246,2
203.78.129.205,126.15.117.154,UDP,40000,56747,1641013200.348267,220,63,
92.72.196.229,133.251.131.74,TCP,49119,3056,1641013200.348267,40,243,2
202.101.173.199,103.237.156.234,TCP,80,45678,1641013200.348304,52,246,20
71.38.172.113,203.78.250.42,TCP,26200,3408,1641013200.348322,44,119,2
157.206.196.247,8.7.188.3,TCP,55715,443,1641013200.348331,52,57,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.348386,52,57,16
133.251.114.43,183.178.169.21,TCP,445,64253,1641013200.348387,40,62,16
133.251.114.43,183.178.169.21,TCP,445,64253,1641013200.348388,40,62,16
204.51.46.66,203.78.137.8,OTHER,,,1641013200.348452,136,250,
89.247.69.146,163.45.14.248,TCP,8080,685,1641013200.348518,40,246,2
89.247.69.145,133.105.171.253,TCP,53450,3882,1641013200.348586,40,246,2
133.251.114.43,183.178.169.21,TCP,445,64253,1641013200.348628,47,62,24
89.28.162.249,203.78.240.69,TCP,33010,81,1641013200.348637,44,239,2
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.348721,40,118,16
203.78.135.85,80.205.247.209,UDP,40037,46424,1641013200.348728,134,126,
133.251.114.43,183.178.169.21,TCP,445,64253,1641013200.348729,40,62,17
89.247.69.153,163.45.130.213,TCP,8080,6156,1641013200.348768,40,246,2
81.219.210.159,133.105.45.132,UDP,8081,1900,1641013200.34879,77,52,
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.348854,40,118,16
133.243.234.93,162.141.196.242,TCP,52214,443,1641013200.348865,105,56,24
157.206.78.12,185.183.107.12,TCP,80,45036,1641013200.348898,44,56,18
133.243.98.117,54.152.33.63,TCP,49817,443,1641013200.348901,52,56,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.348947,164,253,
45.242.128.124,202.250.217.122,TCP,60000,22191,1641013200.348958,44,245,2
108.145.68.137,163.45.150.249,TCP,19436,23,1641013200.34899,44,54,2
45.242.128.124,203.78.219.184,TCP,60000,22191,1641013200.348991,44,245,2
198.158.109.245,133.251.66.158,UDP,53323,17185,1641013200.349057,92,245,
204.51.46.66,203.78.137.8,OTHER,,,1641013200.349093,104,250,
157.206.196.212,52.59.33.227,TCP,41463,443,1641013200.349101,40,57,16
157.206.195.252,162.8.28.25,TCP,59800,443,1641013200.349156,41,123,16
133.243.234.93,162.141.196.242,TCP,52214,443,1641013200.349158,657,56,24
94.130.78.67,133.105.212.90,TCP,51262,5555,1641013200.349235,40,52,2
223.71.71.163,133.105.193.230,TCP,64982,1583,1641013200.3493,44,114,2
139.143.8.123,202.101.170.97,TCP,50820,62078,1641013200.349301,60,53,2
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.349468,40,118,16
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.349533,52,57,16
203.78.137.8,204.51.46.66,OTHER,,,1641013200.349667,104,253,
157.206.125.178,205.244.61.130,UDP,57847,53,1641013200.349826,81,58,
204.51.46.66,203.78.137.8,OTHER,,,1641013200.349896,876,250,
89.247.66.203,163.45.16.21,TCP,49294,3128,1641013200.349897,40,246,2
2.77.121.24,133.251.141.37,TCP,51074,50802,1641013200.349912,40,241,2
54.199.63.234,163.45.240.190,TCP,443,56368,1641013200.349975,52,237,16
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.34998,1500,62,16
203.78.135.92,119.126.125.12,TCP,80,57922,1641013200.349986,1500,62,16
212.220.241.251,163.45.165.23,TCP,2823,587,1641013200.350009,48,117,2
193.96.13.72,202.250.242.249,TCP,58509,35183,1641013200.350029,44,243,2
89.247.66.138,133.105.52.190,TCP,8080,1138,1641013200.350048,40,246,2
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.350091,40,118,16
89.5.97.53,133.251.163.152,TCP,32092,23,1641013200.350093,44,49,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.350107,91,253,
110.71.87.27,203.78.135.92,TCP,14446,443,1641013200.350217,40,118,16
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.35022,40,118,16
89.247.66.138,133.105.95.70,TCP,8080,3442,1641013200.350221,40,246,2
80.93.176.70,133.251.124.60,TCP,47894,5900,1641013200.350307,41,116,24
203.78.137.8,204.51.46.66,OTHER,,,1641013200.350327,91,253,
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.350338,40,118,16
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.350361,1155,58,
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.350363,1156,58,
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.350369,1156,58,
163.45.255.200,109.41.41.125,UDP,56292,50002,1641013200.35039,1156,58,
89.247.69.149,203.78.175.137,TCP,53470,44956,1641013200.350425,40,246,2
178.81.41.201,133.105.106.125,TCP,48540,2638,1641013200.350449,44,242,2
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.350462,40,118,16
110.71.87.27,203.78.135.92,TCP,14446,443,1641013200.35047,52,118,16
104.210.132.243,133.105.115.201,TCP,24902,34901,1641013200.350478,52,50,2
89.247.69.180,203.78.245.208,TCP,53467,24689,1641013200.350482,40,246,2
89.247.66.138,133.251.189.13,TCP,8080,6062,1641013200.350529,40,246,2
89.247.69.146,163.45.107.128,TCP,8080,55563,1641013200.350549,40,246,2
185.167.248.117,203.78.234.192,TCP,50132,9150,1641013200.350579,40,244,2
209.148.219.159,202.250.194.240,TCP,52931,8118,1641013200.350624,44,246,2
89.247.69.180,163.45.136.10,TCP,53467,10951,1641013200.350663,40,246,2
157.206.249.55,18.222.254.242,TCP,49480,443,1641013200.350697,52,57,16
133.227.134.188,147.221.86.88,TCP,993,61173,1641013200.350698,105,56,24
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.35072,40,118,16
89.247.69.146,163.45.14.73,TCP,8080,685,1641013200.350727,40,246,2
89.247.69.145,133.251.111.4,TCP,53450,13343,1641013200.350729,40,246,2
190.96.218.182,203.78.132.241,TCP,65143,445,1641013200.350772,180,115,24
8.49.113.182,210.162.64.82,UDP,40878,8000,1641013200.350788,87,56,
157.206.241.120,8.8.23.196,TCP,60559,443,1641013200.350826,52,57,16
110.71.87.27,203.78.135.92,TCP,14862,443,1641013200.350838,40,118,16
2.77.121.24,133.105.205.160,TCP,51074,50802,1641013200.350892,40,241,2
157.206.241.120,8.8.23.196,TCP,60559,443,1641013200.350893,251,57,24
20.88.40.130,202.250.229.229,TCP,53183,29039,1641013200.350936,40,238,2
45.242.135.98,163.45.242.160,TCP,46742,6005,1641013200.35096,44,245,2
162.113.225.101,133.251.104.165,TCP,62662,19080,1641013200.350979,44,40,2
203.78.137.8,204.51.46.66,OTHER,,,1641013200.350992,623,253,
203.78.135.92,110.71.87.27,TCP,443,14862,1641013200.351063,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,14862,1641013200.351086,1440,62,16
80.73.12.59,163.45.8.225,TCP,61358,23,1641013200.351089,40,51,2
203.78.135.92,110.71.87.27,TCP,443,14862,1641013200.351091,1440,62,16
203.78.135.92,110.71.87.27,TCP,443,14862,1641013200.351115,1440,62,16
89.247.69.146,163.45.50.150,TCP,8080,72,1641013200.351124,40,246,2
138.159.215.123,133.105.144.186,TCP,46112,177,1641013200.351202,40,247,2
